query,method,rank,doc_id,title,chunk_id,score,kg_bonus,final_score,query_profile,detected_disease,detected_species,detected_location,detected_mode,kg_detected_disease,kg_detected_species,kg_detected_location,kg_detected_mode,kg_score,kg_bonus_breakdown,kg_penalty_breakdown,kg_explanation,doc_uri_in_kg,kg_direct_match,kg_relation_match,kg_context_match,match_disease,match_species,match_location,match_mode,bonus_breakdown,penalty_breakdown,explanation,detected_entities
tài liệu về trại giống tôm sú ở Ấn Độ,hybrid,1,FAO_039,Promotion of Small-scale Shrimp and Prawn Hatcheries in India and Bangladesh - BOBP/REP/66,FAO_039_chunk_80,0.6839,0.08,0.8639,species_priority,,Tôm sú,Ấn Độ,hatchery aquaculture,,Tôm sú,Ấn Độ,,0.1,aboutLocation=Ấn Độ (+0.10),,KG direct match: document aboutLocation=Ấn Độ,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_039,0.1,0.0,0.0,False,False,False,True,match mode query=hatchery aquaculture with doc_term=hatchery aquaculture (+0.08),,metadata: match mode query=hatchery aquaculture with doc_term=hatchery aquaculture (+0.08); KG: KG direct match: document aboutLocation=Ấn Độ,"{'disease': [], 'species': ['Tôm sú'], 'location': ['Ấn Độ'], 'mode': ['hatchery aquaculture']}"
tài liệu về trại giống tôm sú ở Ấn Độ,hybrid,2,PMC_034,Genome Characterization and Infectivity Potential of Vibriophage-φLV6 with Lytic Activity against Luminescent Vibrios of Penaeus vannamei Shrimp Aquaculture,PMC_034_chunk_107,0.6449,0.08,0.8249,species_priority,,Tôm sú,Ấn Độ,hatchery aquaculture,,Tôm sú,Ấn Độ,,0.1,aboutLocation=Ấn Độ (+0.10),,KG direct match: document aboutLocation=Ấn Độ,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_034,0.1,0.0,0.0,False,False,False,True,match mode query=hatchery aquaculture with doc_term=hatchery aquaculture (+0.08),,metadata: match mode query=hatchery aquaculture with doc_term=hatchery aquaculture (+0.08); KG: KG direct match: document aboutLocation=Ấn Độ,"{'disease': [], 'species': ['Tôm sú'], 'location': ['Ấn Độ'], 'mode': ['hatchery aquaculture']}"
tài liệu về trại giống tôm sú ở Ấn Độ,hybrid,3,FAO_040,An assessment of impacts from shrimp aquaculture in Bangladesh and prospects for improvement,FAO_040_chunk_379,0.6422,0.08,0.7222,species_priority,,Tôm sú,Ấn Độ,hatchery aquaculture,,Tôm sú,Ấn Độ,,0.0,,,,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_040,0.0,0.0,0.0,False,False,False,True,match mode query=hatchery aquaculture with doc_term=coastal aquaculture (+0.08),,match mode query=hatchery aquaculture with doc_term=coastal aquaculture (+0.08),"{'disease': [], 'species': ['Tôm sú'], 'location': ['Ấn Độ'], 'mode': ['hatchery aquaculture']}"
tài liệu về trại giống tôm sú ở Ấn Độ,hybrid,4,FAO_042_i3720e,The State of World Fisheries and Aquaculture 2024 – Blue Transformation in action,FAO_042_i3720e_chunk_0,0.6682,0.0,0.6682,species_priority,,Tôm sú,Ấn Độ,hatchery aquaculture,,Tôm sú,Ấn Độ,,0.0,,,,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_042_i3720e,0.0,0.0,0.0,False,False,False,False,,,no KG match (delta=0),"{'disease': [], 'species': ['Tôm sú'], 'location': ['Ấn Độ'], 'mode': ['hatchery aquaculture']}"
tài liệu về trại giống tôm sú ở Ấn Độ,hybrid,5,FAO_016,Aquaculture development. 13. Guidelines for ex situ in vitro gene banking of aquatic genetic resources,FAO_016_chunk_799,0.6328,0.0,0.6328,species_priority,,Tôm sú,Ấn Độ,hatchery aquaculture,,Tôm sú,Ấn Độ,,0.0,,,,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_016,0.0,0.0,0.0,False,False,False,False,,,no KG match (delta=0),"{'disease': [], 'species': ['Tôm sú'], 'location': ['Ấn Độ'], 'mode': ['hatchery aquaculture']}"
biosecurity trong hatchery tôm thẻ chân trắng,vector,1,FAO_002,Improving Penaeus monodon hatchery practices. Manual based on experience in India.,FAO_002_chunk_94,0.6337,,,species_priority,biosecurity,Tôm thẻ chân trắng,,hatchery aquaculture,,Tôm thẻ chân trắng,,,,,,,,,,,,,,,,,,"{'disease': ['biosecurity'], 'species': ['Tôm thẻ chân trắng'], 'location': [], 'mode': ['hatchery aquaculture']}"
biosecurity trong hatchery tôm thẻ chân trắng,vector,2,FAO_005,Health management and biosecurity maintenance in white shrimp (Penaeus vannamei) hatcheries in Latin America,FAO_005_chunk_54,0.6125,,,species_priority,biosecurity,Tôm thẻ chân trắng,,hatchery aquaculture,,Tôm thẻ chân trắng,,,,,,,,,,,,,,,,,,"{'disease': ['biosecurity'], 'species': ['Tôm thẻ chân trắng'], 'location': [], 'mode': ['hatchery aquaculture']}"
biosecurity trong hatchery tôm thẻ chân trắng,vector,3,FAO_001,Shrimp acute hepatopancreatic necrosis disease strategy manual,FAO_001_chunk_239,0.6113,,,species_priority,biosecurity,Tôm thẻ chân trắng,,hatchery aquaculture,,Tôm thẻ chân trắng,,,,,,,,,,,,,,,,,,"{'disease': ['biosecurity'], 'species': ['Tôm thẻ chân trắng'], 'location': [], 'mode': ['hatchery aquaculture']}"
biosecurity trong hatchery tôm thẻ chân trắng,hybrid,1,FAO_001,Shrimp acute hepatopancreatic necrosis disease strategy manual,FAO_001_chunk_239,0.6113,0.08,0.9413,species_priority,biosecurity,Tôm thẻ chân trắng,,hatchery aquaculture,,Tôm thẻ chân trắng,,,0.25,aboutTaxon=Tôm thẻ chân trắng (+0.20); prevention=An toàn sinh học (+0.05),,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_001,0.2,0.0,0.05,False,False,False,True,match mode query=hatchery aquaculture with doc_term=shrimp aquaculture (+0.08),,metadata: match mode query=hatchery aquaculture with doc_term=shrimp aquaculture (+0.08); KG: KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học,"{'disease': ['biosecurity'], 'species': ['Tôm thẻ chân trắng'], 'location': [], 'mode': ['hatchery aquaculture']}"
biosecurity trong hatchery tôm thẻ chân trắng,hybrid,2,FAO_005,Health management and biosecurity maintenance in white shrimp (Penaeus vannamei) hatcheries in Latin America,FAO_005_chunk_54,0.6125,0.08,0.8925,species_priority,biosecurity,Tôm thẻ chân trắng,,hatchery aquaculture,,Tôm thẻ chân trắng,,,0.2,aboutTaxon=Tôm thẻ chân trắng (+0.20),,KG direct match: document aboutTaxon=Tôm thẻ chân trắng,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_005,0.2,0.0,0.0,False,False,False,True,match mode query=hatchery aquaculture with doc_term=hatchery aquaculture (+0.08),,metadata: match mode query=hatchery aquaculture with doc_term=hatchery aquaculture (+0.08); KG: KG direct match: document aboutTaxon=Tôm thẻ chân trắng,"{'disease': ['biosecurity'], 'species': ['Tôm thẻ chân trắng'], 'location': [], 'mode': ['hatchery aquaculture']}"
biosecurity trong hatchery tôm thẻ chân trắng,hybrid,3,TCTS_001,Các bệnh thường gặp trên tôm nước lợ và biện pháp phòng chống hiệu quả,TCTS_001_chunk_1,0.5395,0.08,0.8695,species_priority,biosecurity,Tôm thẻ chân trắng,,hatchery aquaculture,,Tôm thẻ chân trắng,,,0.25,aboutTaxon=Tôm thẻ chân trắng (+0.20); prevention=An toàn sinh học (+0.05),,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TCTS_001,0.2,0.0,0.05,False,False,False,True,match mode query=hatchery aquaculture with doc_term=shrimp aquaculture (+0.08),,metadata: match mode query=hatchery aquaculture with doc_term=shrimp aquaculture (+0.08); KG: KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học,"{'disease': ['biosecurity'], 'species': ['Tôm thẻ chân trắng'], 'location': [], 'mode': ['hatchery aquaculture']}"
biosecurity trong hatchery tôm thẻ chân trắng,hybrid,4,PMC_035,Advanced Pathogen Monitoring in Penaeus vannamei from Three Latin American Regions: Passive Surveillance Part 2,PMC_035_chunk_93,0.5317,0.08,0.8617,species_priority,biosecurity,Tôm thẻ chân trắng,,hatchery aquaculture,,Tôm thẻ chân trắng,,,0.25,aboutTaxon=Tôm thẻ chân trắng (+0.20); prevention=An toàn sinh học (+0.05),,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_035,0.2,0.0,0.05,False,False,False,True,match mode query=hatchery aquaculture with doc_term=shrimp aquaculture (+0.08),,metadata: match mode query=hatchery aquaculture with doc_term=shrimp aquaculture (+0.08); KG: KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học,"{'disease': ['biosecurity'], 'species': ['Tôm thẻ chân trắng'], 'location': [], 'mode': ['hatchery aquaculture']}"
biosecurity trong hatchery tôm thẻ chân trắng,hybrid,5,FAO_002,Improving Penaeus monodon hatchery practices. Manual based on experience in India.,FAO_002_chunk_94,0.6337,0.08,0.7137,species_priority,biosecurity,Tôm thẻ chân trắng,,hatchery aquaculture,,Tôm thẻ chân trắng,,,0.0,,,,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_002,0.0,0.0,0.0,False,False,False,True,match mode query=hatchery aquaculture with doc_term=hatchery aquaculture (+0.08),,match mode query=hatchery aquaculture with doc_term=hatchery aquaculture (+0.08),"{'disease': ['biosecurity'], 'species': ['Tôm thẻ chân trắng'], 'location': [], 'mode': ['hatchery aquaculture']}"
aquaculture disease prevention,vector,1,FAO_004,The Progressive Management Pathway for Aquaculture Biosecurity: Guidelines for application,FAO_004_chunk_63,0.7943,,,generic,disease prevention,,,Nuôi trồng,,,,Nuôi trồng,,,,,,,,,,,,,,,,"{'disease': ['disease prevention'], 'species': [], 'location': [], 'mode': ['Nuôi trồng']}"
aquaculture disease prevention,vector,2,FAO_010,Shrimp infectious myonecrosis strategy manual,FAO_010_chunk_40,0.7866,,,generic,disease prevention,,,Nuôi trồng,,,,Nuôi trồng,,,,,,,,,,,,,,,,"{'disease': ['disease prevention'], 'species': [], 'location': [], 'mode': ['Nuôi trồng']}"
aquaculture disease prevention,vector,3,FAO_013,Surveillance and zoning for aquatic animal diseases,FAO_013_chunk_54,0.7857,,,generic,disease prevention,,,Nuôi trồng,,,,Nuôi trồng,,,,,,,,,,,,,,,,"{'disease': ['disease prevention'], 'species': [], 'location': [], 'mode': ['Nuôi trồng']}"
aquaculture disease prevention,hybrid,1,FAO_004,The Progressive Management Pathway for Aquaculture Biosecurity: Guidelines for application,FAO_004_chunk_63,0.7943,0.0,0.8943,generic,disease prevention,,,Nuôi trồng,,,,Nuôi trồng,0.1,documentProductionMode=Nuôi trồng (+0.10),,KG direct match: document documentProductionMode=Nuôi trồng,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_004,0.1,0.0,0.0,False,False,False,False,,,metadata: no KG match (delta=0); KG: KG direct match: document documentProductionMode=Nuôi trồng,"{'disease': ['disease prevention'], 'species': [], 'location': [], 'mode': ['Nuôi trồng']}"
aquaculture disease prevention,hybrid,2,FAO_010,Shrimp infectious myonecrosis strategy manual,FAO_010_chunk_40,0.7866,0.0,0.8866,generic,disease prevention,,,Nuôi trồng,,,,Nuôi trồng,0.1,documentProductionMode=Nuôi trồng (+0.10),,KG direct match: document documentProductionMode=Nuôi trồng,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_010,0.1,0.0,0.0,False,False,False,False,,,metadata: no KG match (delta=0); KG: KG direct match: document documentProductionMode=Nuôi trồng,"{'disease': ['disease prevention'], 'species': [], 'location': [], 'mode': ['Nuôi trồng']}"
aquaculture disease prevention,hybrid,3,FAO_013,Surveillance and zoning for aquatic animal diseases,FAO_013_chunk_54,0.7857,0.0,0.8857,generic,disease prevention,,,Nuôi trồng,,,,Nuôi trồng,0.1,documentProductionMode=Nuôi trồng (+0.10),,KG direct match: document documentProductionMode=Nuôi trồng,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_013,0.1,0.0,0.0,False,False,False,False,,,metadata: no KG match (delta=0); KG: KG direct match: document documentProductionMode=Nuôi trồng,"{'disease': ['disease prevention'], 'species': [], 'location': [], 'mode': ['Nuôi trồng']}"
aquaculture disease prevention,hybrid,4,FAO_007,"Report of the Ninth Session of the Central Asian and Caucasus Regional Fisheries and Aquaculture Commission, Almaty, Kazakhstan, 25–26 November 2025",FAO_007_chunk_187,0.7696,0.0,0.8696,generic,disease prevention,,,Nuôi trồng,,,,Nuôi trồng,0.1,documentProductionMode=Nuôi trồng (+0.10),,KG direct match: document documentProductionMode=Nuôi trồng,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_007,0.1,0.0,0.0,False,False,False,False,,,metadata: no KG match (delta=0); KG: KG direct match: document documentProductionMode=Nuôi trồng,"{'disease': ['disease prevention'], 'species': [], 'location': [], 'mode': ['Nuôi trồng']}"
aquaculture disease prevention,hybrid,5,FAO_037,Preventing and managing aquatic animal disease risks in aquaculture through a progressive management pathway,FAO_037_chunk_49,0.7636,0.0,0.8636,generic,disease prevention,,,Nuôi trồng,,,,Nuôi trồng,0.1,documentProductionMode=Nuôi trồng (+0.10),,KG direct match: document documentProductionMode=Nuôi trồng,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_037,0.1,0.0,0.0,False,False,False,False,,,metadata: no KG match (delta=0); KG: KG direct match: document documentProductionMode=Nuôi trồng,"{'disease': ['disease prevention'], 'species': [], 'location': [], 'mode': ['Nuôi trồng']}"
shrimp hatchery latin america,vector,1,FAO_012,Introductions and movement of Penaeus vannamei and Penaeus stylirostris in Asia and the Pacific,FAO_012_chunk_46,0.7253,,,species_priority,,shrimp,Mỹ Latin,hatchery aquaculture,,shrimp,Mỹ Latin,,,,,,,,,,,,,,,,,"{'disease': [], 'species': ['shrimp'], 'location': ['Mỹ Latin'], 'mode': ['hatchery aquaculture']}"
shrimp hatchery latin america,vector,2,FAO_023,"Environmental impact assessment and monitoring in aquaculture. Requirements, practices, effectiveness and improvements",FAO_023_chunk_2336,0.7109,,,species_priority,,shrimp,Mỹ Latin,hatchery aquaculture,,shrimp,Mỹ Latin,,,,,,,,,,,,,,,,,"{'disease': [], 'species': ['shrimp'], 'location': ['Mỹ Latin'], 'mode': ['hatchery aquaculture']}"
shrimp hatchery latin america,vector,3,FAO_005,Health management and biosecurity maintenance in white shrimp (Penaeus vannamei) hatcheries in Latin America,FAO_005_chunk_254,0.7096,,,species_priority,,shrimp,Mỹ Latin,hatchery aquaculture,,shrimp,Mỹ Latin,,,,,,,,,,,,,,,,,"{'disease': [], 'species': ['shrimp'], 'location': ['Mỹ Latin'], 'mode': ['hatchery aquaculture']}"
shrimp hatchery latin america,hybrid,1,FAO_005,Health management and biosecurity maintenance in white shrimp (Penaeus vannamei) hatcheries in Latin America,FAO_005_chunk_254,0.7096,0.3,1.1696,species_priority,,shrimp,Mỹ Latin,hatchery aquaculture,,shrimp,Mỹ Latin,,0.16,aboutTaxon(generic)=shrimp (+0.06); aboutLocation=Mỹ Latin (+0.10),,KG direct match (generic): document aboutTaxon=shrimp; KG direct match: document aboutLocation=Mỹ Latin,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_005,0.16,0.0,0.0,False,True,False,True,match species query=shrimp with doc_term=shrimp (+0.22); match mode query=hatchery aquaculture with doc_term=hatchery aquaculture (+0.08),,metadata: match species query=shrimp with doc_term=shrimp (+0.22); match mode query=hatchery aquaculture with doc_term=hatchery aquaculture (+0.08); KG: KG direct match (generic): document aboutTaxon=shrimp; KG direct match: document aboutLocation=Mỹ Latin,"{'disease': [], 'species': ['shrimp'], 'location': ['Mỹ Latin'], 'mode': ['hatchery aquaculture']}"
shrimp hatchery latin america,hybrid,2,FAO_012,Introductions and movement of Penaeus vannamei and Penaeus stylirostris in Asia and the Pacific,FAO_012_chunk_46,0.7253,0.3,1.0853,species_priority,,shrimp,Mỹ Latin,hatchery aquaculture,,shrimp,Mỹ Latin,,0.06,aboutTaxon(generic)=shrimp (+0.06),,KG direct match (generic): document aboutTaxon=shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_012,0.06,0.0,0.0,False,True,False,True,match species query=shrimp with doc_term=shrimp (+0.22); match mode query=hatchery aquaculture with doc_term=shrimp aquaculture (+0.08),,metadata: match species query=shrimp with doc_term=shrimp (+0.22); match mode query=hatchery aquaculture with doc_term=shrimp aquaculture (+0.08); KG: KG direct match (generic): document aboutTaxon=shrimp,"{'disease': [], 'species': ['shrimp'], 'location': ['Mỹ Latin'], 'mode': ['hatchery aquaculture']}"
shrimp hatchery latin america,hybrid,3,FAO_001,Shrimp acute hepatopancreatic necrosis disease strategy manual,FAO_001_chunk_46,0.6992,0.3,1.0592,species_priority,,shrimp,Mỹ Latin,hatchery aquaculture,,shrimp,Mỹ Latin,,0.06,aboutTaxon(generic)=shrimp (+0.06),,KG direct match (generic): document aboutTaxon=shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_001,0.06,0.0,0.0,False,True,False,True,match species query=shrimp with doc_term=shrimp (+0.22); match mode query=hatchery aquaculture with doc_term=shrimp aquaculture (+0.08),,metadata: match species query=shrimp with doc_term=shrimp (+0.22); match mode query=hatchery aquaculture with doc_term=shrimp aquaculture (+0.08); KG: KG direct match (generic): document aboutTaxon=shrimp,"{'disease': [], 'species': ['shrimp'], 'location': ['Mỹ Latin'], 'mode': ['hatchery aquaculture']}"
shrimp hatchery latin america,hybrid,4,FAO_040,An assessment of impacts from shrimp aquaculture in Bangladesh and prospects for improvement,FAO_040_chunk_46,0.6967,0.3,1.0567,species_priority,,shrimp,Mỹ Latin,hatchery aquaculture,,shrimp,Mỹ Latin,,0.06,aboutTaxon(generic)=shrimp (+0.06),,KG direct match (generic): document aboutTaxon=shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_040,0.06,0.0,0.0,False,True,False,True,match species query=shrimp with doc_term=shrimp (+0.22); match mode query=hatchery aquaculture with doc_term=coastal aquaculture (+0.08),,metadata: match species query=shrimp with doc_term=shrimp (+0.22); match mode query=hatchery aquaculture with doc_term=coastal aquaculture (+0.08); KG: KG direct match (generic): document aboutTaxon=shrimp,"{'disease': [], 'species': ['shrimp'], 'location': ['Mỹ Latin'], 'mode': ['hatchery aquaculture']}"
shrimp hatchery latin america,hybrid,5,PMC_031,"Vibrios Associated with Litopenaeus vannamei Larvae, Postlarvae, Broodstock, and Hatchery Probiotics",PMC_031_chunk_4,0.6909,0.3,1.0509,species_priority,,shrimp,Mỹ Latin,hatchery aquaculture,,shrimp,Mỹ Latin,,0.06,aboutTaxon(generic)=shrimp (+0.06),,KG direct match (generic): document aboutTaxon=shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_031,0.06,0.0,0.0,False,True,False,True,match species query=shrimp with doc_term=shrimp (+0.22); match mode query=hatchery aquaculture with doc_term=hatchery aquaculture (+0.08),,metadata: match species query=shrimp with doc_term=shrimp (+0.22); match mode query=hatchery aquaculture with doc_term=hatchery aquaculture (+0.08); KG: KG direct match (generic): document aboutTaxon=shrimp,"{'disease': [], 'species': ['shrimp'], 'location': ['Mỹ Latin'], 'mode': ['hatchery aquaculture']}"
